ns,nd,nf,entropy,la,ld,lt,fix,NEDV,AGE,NUC,EXP,REXP,SEXP,bug_introducing
1,11,28,0.747427,1,1,0,0,2,76481,6,48,0,48,0
1,11,28,0.747427,0,2,2,0,2,76481,8,48,0,48,0
1,11,28,0.747427,5,4,-1,0,3,76481,14,48,0,48,0
1,11,28,0.747427,14,6,-8,0,3,76481,14,48,0,48,0
1,11,28,0.747427,14,6,-8,0,3,11960,7,48,0,48,0
1,11,28,0.747427,32,12,-20,0,2,12194,17,48,0,48,0
1,11,28,0.747427,2,2,0,0,4,77706,6,48,0,48,0
1,11,28,0.747427,1,1,0,0,4,77706,5,48,0,48,0
1,11,28,0.747427,12,8,-4,0,2,77706,3,48,0,48,0
1,11,28,0.747427,34,33,-1,0,2,67797,2,48,0,48,0
1,11,28,0.747427,8,1,-7,0,2,67797,2,48,0,48,0
1,11,28,0.747427,231,69,-162,0,3,77706,4,48,0,48,0
1,11,28,0.747427,6,3,-3,0,4,80818,10,48,0,48,0
1,11,28,0.747427,4,0,-4,0,2,77619,4,48,0,48,0
1,7,11,0.775295,0,0,0,0,4,6141,9,661,3,661,0
1,7,11,0.775295,8,1,-7,0,7,8189,49,661,11,661,0
1,7,11,0.775295,23,25,2,0,6,12552,45,661,14,661,0
1,7,11,0.775295,6,1,-5,0,6,10176,14,661,6,661,0
1,7,11,0.775295,10,0,-10,0,7,10008,31,661,3,661,1
1,7,11,0.775295,2,50,48,0,1,6141,3,661,2,661,0
1,7,11,0.775295,2,2,0,0,1,8189,19,661,18,661,0
1,7,11,0.775295,12,8,-4,0,1,6141,3,661,2,661,1
1,7,11,0.775295,10,4,-6,0,2,12552,3,661,1,661,1
1,7,11,0.775295,1,1,0,0,3,8474,12,661,3,661,0
1,7,11,0.775295,4,0,-4,0,2,6054,4,661,0,661,0
1,1,1,0,18,0,-18,0,8,32314,31,31,0,31,1
1,1,1,0,3,1,-2,0,5,24898,10,32,0,32,0
1,1,1,0,1,4,3,0,8,58852,32,33,1,33,1
1,1,1,0,9,1,-8,0,7,68548,32,657,15,653,1
1,1,1,0,2,0,-2,1,7,9505,33,658,16,654,0
1,1,1,0,6,0,-6,1,1,62353,4,659,3,655,0
1,1,1,0,3,3,0,0,1,57079,2,660,1,656,0
1,1,1,0,9,6,-3,0,7,69892,34,661,17,657,0
1,1,1,0,34,1,-33,0,2,68699,10,662,8,658,1
1,1,1,0,11,1,-10,0,2,427,11,663,9,659,0
1,1,1,0,2,2,0,0,4,8706,14,664,3,660,0
1,1,1,0,25,11,-14,0,1,6859,2,665,1,661,0
1,1,1,0,1,2,1,0,1,286,3,666,2,662,0
1,1,1,0,2,2,0,0,4,48805,15,103,6,103,1
1,1,2,0.591673,1,0,-1,0,6,68592,22,667,10,663,0
1,1,2,0.591673,6,0,-6,0,2,68592,6,667,4,663,1
1,1,1,0,5,6,1,1,4,36787,16,669,4,665,1
1,1,1,0,1,1,0,0,6,48519,15,672,5,672,1
1,1,1,0,3,3,0,0,12,83948,54,670,16,666,0
1,5,10,0.920982,6,0,-6,1,3,464,8,406,5,406,0
1,5,10,0.920982,60,35,-25,1,1,0,1,406,0,406,0
1,5,10,0.920982,42,0,-42,1,2,2939,5,406,3,406,0
1,5,10,0.920982,29,2,-27,1,2,81606,4,406,2,406,0
1,5,10,0.920982,32,0,-32,1,2,19973,3,406,1,406,0
1,5,10,0.920982,9,58,49,1,1,0,1,406,0,406,0
1,5,10,0.920982,9,58,49,1,1,0,1,406,0,406,0
1,5,10,0.920982,15,53,38,1,1,0,1,406,0,406,0
1,5,10,0.920982,20,0,-20,1,2,23862,6,406,4,406,0
1,5,10,0.920982,63,41,-22,1,1,0,1,406,0,406,0
1,1,3,0.972723,29,1,-28,0,4,45914,11,673,2,673,0
1,1,3,0.972723,12,5,-7,0,3,8532,13,673,1,673,1
1,1,3,0.972723,2,18,16,0,2,45914,12,673,1,673,0
1,2,2,0.999338,13,3,-10,1,12,667,55,671,17,667,0
1,2,2,0.999338,8,9,1,1,4,10260,17,671,5,667,0
1,1,4,0.629412,24,1,-23,0,1,41858,7,676,6,676,0
1,1,4,0.629412,2,2,0,0,2,46221,15,676,13,676,0
1,1,4,0.629412,4,3,-1,0,2,46221,15,676,13,676,1
1,1,4,0.629412,63,17,-46,0,1,33669,20,676,19,676,1
1,1,2,0.979869,20,1,-19,1,2,2247,16,680,14,680,0
1,1,2,0.979869,2,13,11,1,1,2247,21,680,20,680,0
1,1,1,0,2,2,0,0,4,31382,12,673,6,669,0
1,1,1,0,1,1,0,0,6,2507,16,674,3,670,0
1,1,1,0,7,6,-1,0,2,82215,15,675,10,671,0
1,1,1,0,18,0,-18,0,6,2068,17,676,4,672,1
1,1,1,0,9,0,-9,0,5,34561,11,677,3,673,0
1,1,1,0,72,23,-49,0,3,525,16,682,7,682,1
1,1,1,0,8,1,-7,0,4,70370,18,678,6,674,0
1,2,6,0.918115,178,151,-27,0,6,85704,19,679,11,675,1
1,2,6,0.918115,345,0,-345,0,1,0,1,679,0,675,1
1,2,6,0.918115,111,0,-111,0,1,0,1,679,0,675,1
1,2,6,0.918115,100,0,-100,0,1,0,1,679,0,675,1
1,2,6,0.918115,144,0,-144,0,1,0,1,679,0,675,1
1,2,6,0.918115,105,0,-105,0,1,0,1,679,0,675,1
1,1,1,0,1,0,-1,1,8,84889,33,34,2,34,1
1,1,1,0,3,3,0,1,6,85462,20,104,1,104,0
1,1,1,0,1,1,0,0,4,13059,13,105,0.5,105,0
1,2,5,0.746184,10,4,-6,0,6,81674,21,685,12,681,0
1,2,5,0.746184,21,7,-14,0,1,80736,2,685,1,681,0
1,2,5,0.746184,12,0,-12,0,1,80736,2,685,1,681,0
1,2,5,0.746184,3,1,-2,0,1,80736,2,685,1,681,0
1,2,5,0.746184,50,27,-23,0,1,0,1,685,0,681,1
1,1,1,0,42,27,-15,0,4,9551,19,690,7,686,0
1,1,1,0,21,4,-17,0,6,74600,15,691,3,687,1
1,2,2,0.291818,1,1,0,0,12,82223,56,692,18,688,1
1,2,2,0.291818,2,35,33,0,2,82013,6,692,3,688,0
1,1,1,0,6,1,-5,1,1,78596,3,694,2,690,1
1,1,1,0,1,1,0,0,3,29178,7,35,2,35,1
1,1,1,0,27,0,-27,0,4,17323,8,8,0,8,0
1,1,1,0,4,0,-4,1,9,23311,25,9,0,9,0
1,1,1,0,409,0,-409,0,1,0,1,10,0,10,1
1,1,1,0,1,1,0,0,6,69194,22,695,13,691,0
1,1,1,0,3,0,-3,0,7,83416,35,696,18,692,1
1,1,2,0.232796,431,0,-431,0,1,0,1,683,0,683,1
1,1,2,0.232796,16,1,-15,0,2,33476,16,683,14,683,0
1,1,1,0,3,0,-3,1,2,59202,4,11,0,11,1
1,5,19,0.838729,390,0,-390,1,1,0,1,416,0,416,1
1,5,19,0.838729,215,0,-215,1,1,0,1,416,0,416,0
1,5,19,0.838729,47,68,21,1,1,0,1,416,0,416,0
1,5,19,0.838729,18,5,-13,1,2,56815,9,416,7,416,0
1,5,19,0.838729,10,63,53,1,1,0,1,416,0,416,0
1,5,19,0.838729,1,2,1,1,2,79848,4,416,2,416,0
1,5,19,0.838729,1,1,0,1,2,79848,5,416,3,416,0
1,5,19,0.838729,35,57,22,1,1,0,1,416,0,416,0
1,5,19,0.838729,155,0,-155,1,1,0,1,416,0,416,0
1,5,19,0.838729,261,0,-261,1,1,0,1,416,0,416,0
1,5,19,0.838729,38,3,-35,1,2,59875,6,416,4,416,0
1,5,19,0.838729,26,0,-26,1,2,59875,5,416,3,416,0
1,5,19,0.838729,1,2,1,1,2,79848,3,416,1,416,0
1,5,19,0.838729,18,58,40,1,1,0,1,416,0,416,0
1,5,19,0.838729,15,60,45,1,1,0,1,416,0,416,0
1,5,19,0.838729,8,4,-4,1,2,60339,7,416,5,416,0
1,5,19,0.838729,19,56,37,1,1,0,1,416,0,416,0
1,5,19,0.838729,10,64,54,1,1,0,1,416,0,416,0
1,5,19,0.838729,63,4,-59,1,2,62814,6,416,4,416,0
1,1,1,0,60,19,-41,0,2,73887,7,697,4,693,1
1,1,1,0,9,1,-8,0,2,1903,8,698,5,694,0
1,1,1,0,19,1,-18,0,2,30084,5,699,3,695,1
1,1,1,0,9,0,-9,0,2,72140,3,700,1,696,0
1,1,1,0,1,0,-1,0,5,7054,12,701,4,697,0
1,1,1,0,1,1,0,0,2,76189,3,702,1,698,0
1,1,1,0,47,4,-43,0,4,76054,14,703,6,699,1
1,1,1,0,8,3,-5,0,3,39066,16,704,8,700,1
1,1,1,0,43,28,-15,0,4,608,20,705,8,701,1
1,1,1,0,146,0,-146,0,1,0,1,411,0,98,1
1,1,1,0,29,63,34,1,1,41815,2,12,1,12,0
1,1,1,0,102,0,-102,0,1,0,1,706,0,702,1
1,1,2,1,230,0,-230,0,1,0,1,707,0,703,1
1,1,2,1,230,0,-230,0,1,0,1,707,0,703,1
1,1,1,0,5,0,-5,0,6,1099,16,709,5,705,0
